COMUNIDAD,PROVINCIA,MUNICIPIO,INE
Castilla-La Mancha,Toledo,Magán,450882
Castilla-La Mancha,Toledo,Malpica de Tajo,450895
Castilla-La Mancha,Toledo,Manzaneque,450909
Castilla-La Mancha,Toledo,Maqueda,450916
Castilla-La Mancha,Toledo,Marjaliza,450921
Castilla-La Mancha,Toledo,Marrupe,450937
Castilla-La Mancha,Toledo,Mascaraque,450942
Castilla-La Mancha,Toledo,"Mata, La",450955
Castilla-La Mancha,Toledo,Mazarambroz,450968
Castilla-La Mancha,Toledo,Mejorada,450974
Castilla-La Mancha,Toledo,Menasalbas,450980
Castilla-La Mancha,Toledo,Méntrida,450993
Castilla-La Mancha,Toledo,Mesegar de Tajo,451007
Castilla-La Mancha,Toledo,Miguel Esteban,451014
Castilla-La Mancha,Toledo,Mocejón,451029
Castilla-La Mancha,Toledo,Mohedas de la Jara,451035
Castilla-La Mancha,Toledo,Montearagón,451040
Castilla-La Mancha,Toledo,Montesclaros,451053
Castilla-La Mancha,Toledo,Mora,451066
Castilla-La Mancha,Toledo,Nambroca,451072
Castilla-La Mancha,Toledo,"Nava de Ricomalillo, La",451088
Castilla-La Mancha,Toledo,Navahermosa,451091
Castilla-La Mancha,Toledo,Navalcán,451105
Castilla-La Mancha,Toledo,Navalmoralejo,451112
Castilla-La Mancha,Toledo,"Navalmorales, Los",451127
Castilla-La Mancha,Toledo,"Navalucillos, Los",451133
Castilla-La Mancha,Toledo,Navamorcuende,451148
Castilla-La Mancha,Toledo,Noblejas,451151
Castilla-La Mancha,Toledo,Noez,451164
Castilla-La Mancha,Toledo,Nombela,451170
Castilla-La Mancha,Toledo,Novés,451186
Castilla-La Mancha,Toledo,Numancia de la Sagra,451199
Castilla-La Mancha,Toledo,Nuño Gómez,451203
Castilla-La Mancha,Toledo,Ocaña,451210
Castilla-La Mancha,Toledo,Olías del Rey,451225
Castilla-La Mancha,Toledo,Ontígola,451231
Castilla-La Mancha,Toledo,Orgaz,451246
Castilla-La Mancha,Toledo,Oropesa,451259
Castilla-La Mancha,Toledo,Otero,451262
Castilla-La Mancha,Toledo,Palomeque,451278
Castilla-La Mancha,Toledo,Pantoja,451284
Castilla-La Mancha,Toledo,Paredes de Escalona,451297
Castilla-La Mancha,Toledo,Parrillas,451301
Castilla-La Mancha,Toledo,Pelahustán,451318
Castilla-La Mancha,Toledo,Pepino,451323
Castilla-La Mancha,Toledo,Polán,451339
Castilla-La Mancha,Toledo,Portillo de Toledo,451344
Castilla-La Mancha,Toledo,"Puebla de Almoradiel, La",451357
Castilla-La Mancha,Toledo,"Puebla de Montalbán, La",451360
Castilla-La Mancha,Toledo,"Pueblanueva, La",451376
Castilla-La Mancha,Toledo,"Puente del Arzobispo, El",451382
Castilla-La Mancha,Toledo,Puerto de San Vicente,451395
Castilla-La Mancha,Toledo,Pulgar,451409
Castilla-La Mancha,Toledo,Quero,451416
Castilla-La Mancha,Toledo,Quintanar de la Orden,451421
Castilla-La Mancha,Toledo,Quismondo,451437
Castilla-La Mancha,Toledo,"Real de San Vicente, El",451442
Castilla-La Mancha,Toledo,Recas,451455
Castilla-La Mancha,Toledo,Retamoso de la Jara,451468
Castilla-La Mancha,Toledo,Rielves,451474
Castilla-La Mancha,Toledo,Robledo del Mazo,451480
Castilla-La Mancha,Toledo,"Romeral, El",451493
Castilla-La Mancha,Toledo,San Bartolomé de las Abiertas,451506
Castilla-La Mancha,Toledo,San Martín de Montalbán,451513
Castilla-La Mancha,Toledo,San Martín de Pusa,451528
Castilla-La Mancha,Toledo,San Pablo de los Montes,451534
Castilla-La Mancha,Toledo,San Román de los Montes,451549
Castilla-La Mancha,Toledo,Santa Ana de Pusa,451552
Castilla-La Mancha,Toledo,Santa Cruz de la Zarza,451565
Castilla-La Mancha,Toledo,Santa Cruz del Retamar,451571
Castilla-La Mancha,Toledo,Santa Olalla,451587
Castilla-La Mancha,Toledo,Santo Domingo-Caudilla,459016
Castilla-La Mancha,Toledo,Sartajada,451590
Castilla-La Mancha,Toledo,Segurilla,451604
Castilla-La Mancha,Toledo,Seseña,451611
Castilla-La Mancha,Toledo,Sevilleja de la Jara,451626
Castilla-La Mancha,Toledo,Sonseca,451632
Castilla-La Mancha,Toledo,Sotillo de las Palomas,451647
Castilla-La Mancha,Toledo,Talavera de la Reina,451650
Castilla-La Mancha,Toledo,Tembleque,451663
Castilla-La Mancha,Toledo,"Toboso, El",451679
Castilla-La Mancha,Toledo,Toledo,451685
Castilla-La Mancha,Toledo,Torralba de Oropesa,451698
Castilla-La Mancha,Toledo,"Torre de Esteban Hambrán, La",451719
Castilla-La Mancha,Toledo,Torrecilla de la Jara,451702
Castilla-La Mancha,Toledo,Torrico,451724
Castilla-La Mancha,Toledo,Torrijos,451730
Castilla-La Mancha,Toledo,Totanés,451745
Castilla-La Mancha,Toledo,Turleque,451758
Castilla-La Mancha,Toledo,Ugena,451761
Castilla-La Mancha,Toledo,Urda,451777
Castilla-La Mancha,Toledo,Valdeverdeja,451796
Castilla-La Mancha,Toledo,Valmojado,451800
Castilla-La Mancha,Toledo,Velada,451817
Castilla-La Mancha,Toledo,"Ventas con Peña Aguilera, Las",451822
Castilla-La Mancha,Toledo,"Ventas de Retamosa, Las",451838
Castilla-La Mancha,Toledo,"Ventas de San Julián, Las",451843
Castilla-La Mancha,Toledo,"Villa de Don Fadrique, La",451869
Castilla-La Mancha,Toledo,Villacañas,451856
Castilla-La Mancha,Toledo,Villafranca de los Caballeros,451875
Castilla-La Mancha,Toledo,Villaluenga de la Sagra,451881
Castilla-La Mancha,Toledo,Villamiel de Toledo,451894
Castilla-La Mancha,Toledo,Villaminaya,451908
Castilla-La Mancha,Toledo,Villamuelas,451915
Castilla-La Mancha,Toledo,Villanueva de Alcardete,451920
Castilla-La Mancha,Toledo,Villanueva de Bogas,451936
Castilla-La Mancha,Toledo,Villarejo de Montalbán,451941
Castilla-La Mancha,Toledo,Villarrubia de Santiago,451954
Castilla-La Mancha,Toledo,Villaseca de la Sagra,451967
Castilla-La Mancha,Toledo,Villasequilla,451973
Castilla-La Mancha,Toledo,Villatobas,451989
Castilla-La Mancha,Toledo,"Viso de San Juan, El",451992
Castilla-La Mancha,Toledo,"Yébenes, Los",452006
Castilla-La Mancha,Toledo,Yeles,452013
Castilla-La Mancha,Toledo,Yepes,452028
Castilla-La Mancha,Toledo,Yuncler,452034
Castilla-La Mancha,Toledo,Yunclillos,452049
Castilla-La Mancha,Toledo,Yuncos,452052
Valencia,Valencia,Ademuz,460018
Valencia,Valencia,Ador,460023
Valencia,Valencia,Agullent,460044
Valencia,Valencia,Aielo de Malferit,460425
Valencia,Valencia,Aielo de Rugat,460431
Valencia,Valencia,Alaquàs,460057
Valencia,Valencia,Albaida,460060
Valencia,Valencia,Albal,460076
Valencia,Valencia,Albalat de la Ribera,460082
Valencia,Valencia,Albalat dels Sorells,460095
Valencia,Valencia,Albalat dels Tarongers,460109
Valencia,Valencia,Alberic,460116
Valencia,Valencia,Alborache,460121
Valencia,Valencia,Alboraia/Alboraya,460137
Valencia,Valencia,Albuixech,460142
Valencia,Valencia,Alcàntera de Xúquer,460168
Valencia,Valencia,Alcàsser,460155
Valencia,Valencia,Alcublas,460180
Valencia,Valencia,"Alcúdia de Crespins, l'",460207
Valencia,Valencia,"Alcúdia, l'",460193
Valencia,Valencia,Aldaia,460214
Valencia,Valencia,Alfafar,460229
Valencia,Valencia,Alfara de la Baronia,460240
Valencia,Valencia,Alfara del Patriarca,460253
Valencia,Valencia,Alfarb,460266
Valencia,Valencia,Alfarrasí,460272
Valencia,Valencia,Alfauir,460235
Valencia,Valencia,Algar de Palància,460288
Valencia,Valencia,Algemesí,460291
Valencia,Valencia,Algímia d'Alfara,460305
Valencia,Valencia,Alginet,460312
Valencia,Valencia,Almàssera,460327
Valencia,Valencia,Almiserà,460333
Valencia,Valencia,Almoines,460348
Valencia,Valencia,Almussafes,460351
Valencia,Valencia,Alpuente,460364
Valencia,Valencia,"Alqueria de la Comtessa, l'",460370
Valencia,Valencia,Alzira,460174
Valencia,Valencia,Andilla,460386
Valencia,Valencia,Anna,460399
Valencia,Valencia,Antella,460403
Valencia,Valencia,Aras de los Olmos,460410
Valencia,Valencia,Atzeneta d'Albaida,460039
Valencia,Valencia,Ayora,460446
Valencia,Valencia,Barx,460462
Valencia,Valencia,Barxeta,460459
Valencia,Valencia,Bèlgida,460478
Valencia,Valencia,Bellreguard,460484
Valencia,Valencia,Bellús,460497
Valencia,Valencia,Benagéber,460500
Valencia,Valencia,Benaguasil,460517
Valencia,Valencia,Benavites,460522
Valencia,Valencia,Beneixida,460538
Valencia,Valencia,Benetússer,460543
Valencia,Valencia,Beniarjó,460556
Valencia,Valencia,Beniatjar,460569
Valencia,Valencia,Benicolet,460575
Valencia,Valencia,Benicull de Xúquer,469045
Valencia,Valencia,Benifaió,460608
Valencia,Valencia,Benifairó de la Valldigna,460594
Valencia,Valencia,Benifairó de les Valls,460581
Valencia,Valencia,Beniflá,460615
Valencia,Valencia,Benigànim,460620
Valencia,Valencia,Benimodo,460636
Valencia,Valencia,Benimuslem,460641
Valencia,Valencia,Beniparrell,460654
Valencia,Valencia,Benirredrà,460667
Valencia,Valencia,Benissanó,460673
Valencia,Valencia,Benissoda,460689
Valencia,Valencia,Benissuera,460692
Valencia,Valencia,Bétera,460706
Valencia,Valencia,Bicorp,460713
Valencia,Valencia,Bocairent,460728
Valencia,Valencia,Bolbaite,460734
Valencia,Valencia,Bonrepòs i Mirambell,460749
Valencia,Valencia,Bufali,460752
Valencia,Valencia,Bugarra,460765
Valencia,Valencia,Buñol,460771
Valencia,Valencia,Burjassot,460787
Valencia,Valencia,Calles,460790
Valencia,Valencia,Camporrobles,460804
Valencia,Valencia,Canals,460811
Valencia,Valencia,Canet d'En Berenguer,460826
Valencia,Valencia,Carcaixent,460832
Valencia,Valencia,Càrcer,460847
Valencia,Valencia,Carlet,460850
Valencia,Valencia,Carrícola,460863
Valencia,Valencia,Casas Altas,460879
Valencia,Valencia,Casas Bajas,460885
Valencia,Valencia,Casinos,460898
Valencia,Valencia,Castelló,462573
Valencia,Valencia,Castelló de Rugat,460902
Valencia,Valencia,Castellonet de la Conquesta,460919
Valencia,Valencia,Castielfabib,460924
Valencia,Valencia,Catadau,460930
Valencia,Valencia,Catarroja,460945
Valencia,Valencia,Caudete de las Fuentes,460958
Valencia,Valencia,Cerdà,460961
Valencia,Valencia,Chella,461075
Valencia,Valencia,Chelva,461069
Valencia,Valencia,Chera,461081
Valencia,Valencia,Cheste,461094
Valencia,Valencia,Chiva,461115
Valencia,Valencia,Chulilla,461120
Valencia,Valencia,Cofrentes,460977
Valencia,Valencia,Corbera,460983
Valencia,Valencia,Cortes de Pallás,460996
Valencia,Valencia,Cotes,461000
Valencia,Valencia,Cullera,461056
Valencia,Valencia,Daimús,461136
Valencia,Valencia,Domeño,461141
Valencia,Valencia,Dos Aguas,461154
Valencia,Valencia,"Eliana, l'",461167
Valencia,Valencia,Emperador,461173
Valencia,Valencia,Enguera,461189
Valencia,Valencia,"Énova, l'",461192
Valencia,Valencia,Estivella,461206
Valencia,Valencia,Estubeny,461213
Valencia,Valencia,Faura,461228
Valencia,Valencia,Favara,461234
Valencia,Valencia,Foios,461265
Valencia,Valencia,"Font de la Figuera, la",461287
Valencia,Valencia,"Font d'en Carròs, la",461271
Valencia,Valencia,Fontanars dels Alforins,461249
Valencia,Valencia,Fortaleny,461252
Valencia,Valencia,Fuenterrobles,461290
Valencia,Valencia,Gandia,461311
Valencia,Valencia,Gátova,469024
Valencia,Valencia,Gavarda,461304
Valencia,Valencia,"Genovés, el",461326
Valencia,Valencia,Gestalgar,461332
Valencia,Valencia,Gilet,461347
Valencia,Valencia,Godella,461350
Valencia,Valencia,Godelleta,461363
Valencia,Valencia,"Granja de la Costera, la",461379
Valencia,Valencia,Guadasséquies,461385
Valencia,Valencia,Guadassuar,461398
Valencia,Valencia,Guardamar de la Safor,461402
Valencia,Valencia,Higueruelas,461419
Valencia,Valencia,Jalance,461424
Valencia,Valencia,Jarafuel,461445
Valencia,Valencia,Llanera de Ranes,461542
Valencia,Valencia,Llaurí,461555
Valencia,Valencia,Llíria,461477
Valencia,Valencia,Llocnou de la Corona,461521
Valencia,Valencia,Llocnou de Sant Jeroni,461537
Valencia,Valencia,Llocnou d'En Fenollet,461516
Valencia,Valencia,Llombai,461568
Valencia,Valencia,"Llosa de Ranes, la",461574
Valencia,Valencia,Llutxent,461509
Valencia,Valencia,Loriguilla,461483
Valencia,Valencia,Losa del Obispo,461496
Valencia,Valencia,Macastre,461580
Valencia,Valencia,Manises,461593
Valencia,Valencia,Manuel,461607
Valencia,Valencia,Marines,461614
Valencia,Valencia,Massalavés,461629
Valencia,Valencia,Massalfassar,461635
Valencia,Valencia,Massamagrell,461640
Valencia,Valencia,Massanassa,461653
Valencia,Valencia,Meliana,461666
Valencia,Valencia,Millares,461672
Valencia,Valencia,Miramar,461688
Valencia,Valencia,Mislata,461691
Valencia,Valencia,Moixent/Mogente,461705
Valencia,Valencia,Montaverner,461733
Valencia,Valencia,Montcada/Moncada,461712
Valencia,Valencia,Montesa,461748
Valencia,Valencia,Montitxelvo/Montichelvo,461751
Valencia,Valencia,Montroi/Montroy,461764
Valencia,Valencia,Montserrat,461727
Valencia,Valencia,Museros,461770
Valencia,Valencia,Nàquera/Náquera,461786
Valencia,Valencia,Navarrés,461799
Valencia,Valencia,Novetlè,461803
Valencia,Valencia,Oliva,461810
Valencia,Valencia,"Olleria, l'",461831
Valencia,Valencia,Olocau,461825
Valencia,Valencia,Ontinyent,461846
Valencia,Valencia,Otos,461859
Valencia,Valencia,Paiporta,461862
Valencia,Valencia,Palma de Gandía,461878
Valencia,Valencia,Palmera,461884
Valencia,Valencia,"Palomar, el",461897
Valencia,Valencia,Paterna,461901
Valencia,Valencia,Pedralba,461918
Valencia,Valencia,Petrés,461923
Valencia,Valencia,Picanya,461939
Valencia,Valencia,Picassent,461944
Valencia,Valencia,Piles,461957
Valencia,Valencia,Pinet,461960
Valencia,Valencia,"Pobla de Farnals, la",461995
Valencia,Valencia,"Pobla de Vallbona, la",462021
Valencia,Valencia,"Pobla del Duc, la",462009
Valencia,Valencia,"Pobla Llarga, la",462037
Valencia,Valencia,Polinyà de Xúquer,461976
Valencia,Valencia,Potries,461982
Valencia,Valencia,Puçol,462055
Valencia,Valencia,Puebla de San Miguel,462016
Valencia,Valencia,"Puig de Santa Maria, el",462042
Valencia,Valencia,Quart de les Valls,461017
Valencia,Valencia,Quart de Poblet,461022
Valencia,Valencia,Quartell,461038
Valencia,Valencia,Quatretonda,461043
Valencia,Valencia,Quesa,462068
Valencia,Valencia,Rafelbunyol,462074
Valencia,Valencia,Rafelcofer,462080
Valencia,Valencia,Rafelguaraf,462093
Valencia,Valencia,Ráfol de Salem,462107
Valencia,Valencia,Real,462129
Valencia,Valencia,"Real de Gandia, el",462114
Valencia,Valencia,Requena,462135
Valencia,Valencia,Riba-roja de Túria,462140
Valencia,Valencia,Riola,462153
Valencia,Valencia,Rocafort,462166
Valencia,Valencia,Rotglà i Corberà,462172
Valencia,Valencia,Ròtova,462188
Valencia,Valencia,Rugat,462191
Valencia,Valencia,Sagunt/Sagunto,462205
Valencia,Valencia,Salem,462212
Valencia,Valencia,San Antonio de Benagéber,469030
Valencia,Valencia,Sant Joanet,462227
Valencia,Valencia,Sedaví,462233
Valencia,Valencia,Segart,462248
Valencia,Valencia,Sellent,462251
Valencia,Valencia,Sempere,462264
Valencia,Valencia,Senyera,462270
Valencia,Valencia,Serra,462286
Valencia,Valencia,Siete Aguas,462299
Valencia,Valencia,Silla,462303
Valencia,Valencia,Simat de la Valldigna,462310
Valencia,Valencia,Sinarcas,462325
Valencia,Valencia,Sollana,462331
Valencia,Valencia,Sot de Chera,462346
Valencia,Valencia,Sueca,462359
Valencia,Valencia,Sumacàrcer,462362
Valencia,Valencia,Tavernes Blanques,462378
Valencia,Valencia,Tavernes de la Valldigna,462384
Valencia,Valencia,Teresa de Cofrentes,462397
Valencia,Valencia,Terrateig,462401
Valencia,Valencia,Titaguas,462418
Valencia,Valencia,Torrebaja,462423
Valencia,Valencia,Torrella,462439
Valencia,Valencia,Torrent,462444
Valencia,Valencia,Torres Torres,462457
Valencia,Valencia,Tous,462460
Valencia,Valencia,Tuéjar,462476
Valencia,Valencia,Turís,462482
Valencia,Valencia,Utiel,462495
Valencia,Valencia,València,462508
Valencia,Valencia,Vallada,462515
Valencia,Valencia,Vallanca,462520
Valencia,Valencia,Vallés,462536
Valencia,Valencia,Venta del Moro,462541
Valencia,Valencia,Vilallonga/Villalonga,462554
Valencia,Valencia,Vilamarxant,462567
Valencia,Valencia,Villar del Arzobispo,462589
Valencia,Valencia,Villargordo del Cabriel,462592
Valencia,Valencia,Vinalesa,462606
Valencia,Valencia,Xàtiva,461458
Valencia,Valencia,Xeraco,461430
Valencia,Valencia,Xeresa,461461
Valencia,Valencia,Xirivella,461108
Valencia,Valencia,Yátova,462613
Valencia,Valencia,"Yesa, La",462628
Valencia,Valencia,Zarra,462634
Castilla y León,Valladolid,Adalia,470014
Castilla y León,Valladolid,Aguasal,470029
Castilla y León,Valladolid,Aguilar de Campos,470035
Castilla y León,Valladolid,Alaejos,470040
Castilla y León,Valladolid,Alcazarén,470053
Castilla y León,Valladolid,Aldea de San Miguel,470066
Castilla y León,Valladolid,Aldeamayor de San Martín,470072
Castilla y León,Valladolid,Almenara de Adaja,470088
Castilla y León,Valladolid,Amusquillo,470091
Castilla y León,Valladolid,Arroyo de la Encomienda,470105
Castilla y León,Valladolid,Ataquines,470112
Castilla y León,Valladolid,Bahabón,470127
Castilla y León,Valladolid,Barcial de la Loma,470133
Castilla y León,Valladolid,Barruelo del Valle,470148
Castilla y León,Valladolid,Becilla de Valderaduey,470151
Castilla y León,Valladolid,Benafarces,470164
Castilla y León,Valladolid,Bercero,470170
Castilla y León,Valladolid,Berceruelo,470186
Castilla y León,Valladolid,Berrueces,470199
Castilla y León,Valladolid,Bobadilla del Campo,470203
Castilla y León,Valladolid,Bocigas,470210
Castilla y León,Valladolid,Bocos de Duero,470225
Castilla y León,Valladolid,Boecillo,470231
Castilla y León,Valladolid,Bolaños de Campos,470246
Castilla y León,Valladolid,Brahojos de Medina,470259
Castilla y León,Valladolid,Bustillo de Chaves,470262
Castilla y León,Valladolid,Cabezón de Pisuerga,470278
Castilla y León,Valladolid,Cabezón de Valderaduey,470284
Castilla y León,Valladolid,Cabreros del Monte,470297
Castilla y León,Valladolid,Campaspero,470301
Castilla y León,Valladolid,"Campillo, El",470318
Castilla y León,Valladolid,Camporredondo,470323
Castilla y León,Valladolid,Canalejas de Peñafiel,470339
Castilla y León,Valladolid,Canillas de Esgueva,470344
Castilla y León,Valladolid,Carpio,470357
Castilla y León,Valladolid,Casasola de Arión,470360
Castilla y León,Valladolid,Castrejón de Trabancos,470376
Castilla y León,Valladolid,Castrillo de Duero,470382
Castilla y León,Valladolid,Castrillo-Tejeriego,470395
Castilla y León,Valladolid,Castrobol,470409
Castilla y León,Valladolid,Castrodeza,470416
Castilla y León,Valladolid,Castromembibre,470421
Castilla y León,Valladolid,Castromonte,470437
Castilla y León,Valladolid,Castronuevo de Esgueva,470442
Castilla y León,Valladolid,Castronuño,470455
Castilla y León,Valladolid,Castroponce,470468
Castilla y León,Valladolid,Castroverde de Cerrato,470474
Castilla y León,Valladolid,Ceinos de Campos,470480
Castilla y León,Valladolid,Cervillego de la Cruz,470493
Castilla y León,Valladolid,Cigales,470506
Castilla y León,Valladolid,Ciguñuela,470513
Castilla y León,Valladolid,Cistérniga,470528
Castilla y León,Valladolid,Cogeces de Íscar,470534
Castilla y León,Valladolid,Cogeces del Monte,470549
Castilla y León,Valladolid,Corcos,470552
Castilla y León,Valladolid,Corrales de Duero,470565
Castilla y León,Valladolid,Cubillas de Santa Marta,470571
Castilla y León,Valladolid,Cuenca de Campos,470587
Castilla y León,Valladolid,Curiel de Duero,470590
Castilla y León,Valladolid,Encinas de Esgueva,470604
Castilla y León,Valladolid,Esguevillas de Esgueva,470611
Castilla y León,Valladolid,Fombellida,470626
Castilla y León,Valladolid,Fompedraza,470632
Castilla y León,Valladolid,Fontihoyuelo,470647
Castilla y León,Valladolid,Fresno el Viejo,470650
Castilla y León,Valladolid,Fuensaldaña,470663
Castilla y León,Valladolid,Fuente el Sol,470679
Castilla y León,Valladolid,Fuente-Olmedo,470685
Castilla y León,Valladolid,Gallegos de Hornija,470698
Castilla y León,Valladolid,Gatón de Campos,470702
Castilla y León,Valladolid,Geria,470719
Castilla y León,Valladolid,Herrín de Campos,470730
Castilla y León,Valladolid,Hornillos de Eresma,470745
Castilla y León,Valladolid,Íscar,470758
Castilla y León,Valladolid,Laguna de Duero,470761
Castilla y León,Valladolid,Langayo,470777
Castilla y León,Valladolid,Llano de Olmedo,470796
Castilla y León,Valladolid,Lomoviejo,470783
Castilla y León,Valladolid,Manzanillo,470800
Castilla y León,Valladolid,Marzales,470817
Castilla y León,Valladolid,Matapozuelos,470822
Castilla y León,Valladolid,Matilla de los Caños,470838
Castilla y León,Valladolid,Mayorga,470843
Castilla y León,Valladolid,Medina de Rioseco,470869
Castilla y León,Valladolid,Medina del Campo,470856
Castilla y León,Valladolid,Megeces,470875
Castilla y León,Valladolid,Melgar de Abajo,470881
Castilla y León,Valladolid,Melgar de Arriba,470894
Castilla y León,Valladolid,Mojados,470908
Castilla y León,Valladolid,Monasterio de Vega,470915
Castilla y León,Valladolid,Montealegre de Campos,470920
Castilla y León,Valladolid,Montemayor de Pililla,470936
Castilla y León,Valladolid,Moral de la Reina,470941
Castilla y León,Valladolid,Moraleja de las Panaderas,470954
Castilla y León,Valladolid,Morales de Campos,470967
Castilla y León,Valladolid,Mota del Marqués,470973
Castilla y León,Valladolid,Mucientes,470989
Castilla y León,Valladolid,"Mudarra, La",470992
Castilla y León,Valladolid,Muriel,471006
Castilla y León,Valladolid,Nava del Rey,471013
Castilla y León,Valladolid,Nueva Villa de las Torres,471028
Castilla y León,Valladolid,Olivares de Duero,471034
Castilla y León,Valladolid,Olmedo,471049
Castilla y León,Valladolid,Olmos de Esgueva,471052
Castilla y León,Valladolid,Olmos de Peñafiel,471065
Castilla y León,Valladolid,Palazuelo de Vedija,471090
Castilla y León,Valladolid,"Parrilla, La",471104
Castilla y León,Valladolid,"Pedraja de Portillo, La",471111
Castilla y León,Valladolid,Pedrajas de San Esteban,471126
Castilla y León,Valladolid,Pedrosa del Rey,471132
Castilla y León,Valladolid,Peñafiel,471147
Castilla y León,Valladolid,Peñaflor de Hornija,471150
Castilla y León,Valladolid,Pesquera de Duero,471163
Castilla y León,Valladolid,Piña de Esgueva,471179
Castilla y León,Valladolid,Piñel de Abajo,471185
Castilla y León,Valladolid,Piñel de Arriba,471198
Castilla y León,Valladolid,Pollos,471219
Castilla y León,Valladolid,Portillo,471224
Castilla y León,Valladolid,Pozal de Gallinas,471230
Castilla y León,Valladolid,Pozaldez,471245
Castilla y León,Valladolid,Pozuelo de la Orden,471258
Castilla y León,Valladolid,Puras,471261
Castilla y León,Valladolid,Quintanilla de Arriba,471277
Castilla y León,Valladolid,Quintanilla de Onésimo,471296
Castilla y León,Valladolid,Quintanilla de Trigueros,471300
Castilla y León,Valladolid,Quintanilla del Molar,471283
Castilla y León,Valladolid,Rábano,471317
Castilla y León,Valladolid,Ramiro,471322
Castilla y León,Valladolid,Renedo de Esgueva,471338
Castilla y León,Valladolid,Roales de Campos,471343
Castilla y León,Valladolid,Robladillo,471356
Castilla y León,Valladolid,Roturas,471375
Castilla y León,Valladolid,Rubí de Bracamonte,471381
Castilla y León,Valladolid,Rueda,471394
Castilla y León,Valladolid,Saelices de Mayorga,471408
Castilla y León,Valladolid,Salvador de Zapardiel,471415
Castilla y León,Valladolid,San Cebrián de Mazote,471420
Castilla y León,Valladolid,San Llorente,471436
Castilla y León,Valladolid,San Martín de Valvení,471441
Castilla y León,Valladolid,San Miguel del Arroyo,471454
Castilla y León,Valladolid,San Miguel del Pino,471467
Castilla y León,Valladolid,San Pablo de la Moraleja,471473
Castilla y León,Valladolid,San Pedro de Latarce,471489
Castilla y León,Valladolid,San Pelayo,471492
Castilla y León,Valladolid,San Román de Hornija,471505
Castilla y León,Valladolid,San Salvador,471512
Castilla y León,Valladolid,San Vicente del Palacio,471564
Castilla y León,Valladolid,Santa Eufemia del Arroyo,471527
Castilla y León,Valladolid,Santervás de Campos,471533
Castilla y León,Valladolid,Santibáñez de Valcorba,471548
Castilla y León,Valladolid,Santovenia de Pisuerga,471551
Castilla y León,Valladolid,Sardón de Duero,471570
Castilla y León,Valladolid,"Seca, La",471586
Castilla y León,Valladolid,Serrada,471599
Castilla y León,Valladolid,Siete Iglesias de Trabancos,471603
Castilla y León,Valladolid,Simancas,471610
Castilla y León,Valladolid,Tamariz de Campos,471625
Castilla y León,Valladolid,Tiedra,471631
Castilla y León,Valladolid,Tordehumos,471646
Castilla y León,Valladolid,Tordesillas,471659
Castilla y León,Valladolid,Torre de Esgueva,471697
Castilla y León,Valladolid,Torre de Peñafiel,471701
Castilla y León,Valladolid,Torrecilla de la Abadesa,471662
Castilla y León,Valladolid,Torrecilla de la Orden,471678
Castilla y León,Valladolid,Torrecilla de la Torre,471684
Castilla y León,Valladolid,Torrelobatón,471718
Castilla y León,Valladolid,Torrescárcela,471723
Castilla y León,Valladolid,Traspinedo,471739
Castilla y León,Valladolid,Trigueros del Valle,471744
Castilla y León,Valladolid,Tudela de Duero,471757
Castilla y León,Valladolid,"Unión de Campos, La",471760
Castilla y León,Valladolid,Urones de Castroponce,471776
Castilla y León,Valladolid,Urueña,471782
Castilla y León,Valladolid,Valbuena de Duero,471795
Castilla y León,Valladolid,Valdearcos de la Vega,471809
Castilla y León,Valladolid,Valdenebro de los Valles,471816
Castilla y León,Valladolid,Valdestillas,471821
Castilla y León,Valladolid,Valdunquillo,471837
Castilla y León,Valladolid,Valladolid,471868
Castilla y León,Valladolid,Valoria la Buena,471842
Castilla y León,Valladolid,Valverde de Campos,471855
Castilla y León,Valladolid,Vega de Ruiponce,471874
Castilla y León,Valladolid,Vega de Valdetronco,471880
Castilla y León,Valladolid,Velascálvaro,471893
Castilla y León,Valladolid,Velilla,471907
Castilla y León,Valladolid,Velliza,471914
Castilla y León,Valladolid,Ventosa de la Cuesta,471929
Castilla y León,Valladolid,Viana de Cega,471935
Castilla y León,Valladolid,Villabáñez,471953
Castilla y León,Valladolid,Villabaruz de Campos,471966
Castilla y León,Valladolid,Villabrágima,471972
Castilla y León,Valladolid,Villacarralón,471988
Castilla y León,Valladolid,Villacid de Campos,471991
Castilla y León,Valladolid,Villaco,472005
Castilla y León,Valladolid,Villafrades de Campos,472033
Castilla y León,Valladolid,Villafranca de Duero,472048
Castilla y León,Valladolid,Villafrechós,472051
Castilla y León,Valladolid,Villafuerte,472064
Castilla y León,Valladolid,Villagarcía de Campos,472070
Castilla y León,Valladolid,Villagómez la Nueva,472086
Castilla y León,Valladolid,Villalán de Campos,472099
Castilla y León,Valladolid,Villalar de los Comuneros,472103
Castilla y León,Valladolid,Villalba de la Loma,472110
Castilla y León,Valladolid,Villalba de los Alcores,472125
Castilla y León,Valladolid,Villalbarba,472131
Castilla y León,Valladolid,Villalón de Campos,472146
Castilla y León,Valladolid,Villamuriel de Campos,472159
Castilla y León,Valladolid,Villán de Tordesillas,472162
Castilla y León,Valladolid,Villanubla,472178
Castilla y León,Valladolid,Villanueva de Duero,472184
Castilla y León,Valladolid,Villanueva de la Condesa,472197
Castilla y León,Valladolid,Villanueva de los Caballeros,472201
Castilla y León,Valladolid,Villanueva de los Infantes,472218
